i,time,message,,lat_nmea,,lon_nmea,,,,,,,,,,
208,1619168613.4742236,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
209,1619168614.1422296,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
210,1619168614.6811259,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
211,1619168614.955934,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
212,1619168615.4943419,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
213,1619168616.0329173,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
214,1619168616.563597,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
215,1619168617.1028965,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
216,1619168617.6419835,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
217,1619168618.183446,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
218,1619168618.7201817,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
219,1619168619.2595844,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
220,1619168619.7984638,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
221,1619168620.3373244,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
222,1619168620.8756435,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
223,1619168621.4151108,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
224,1619168621.955882,$GPGGA,125241.20,5523.55497305,N,01022.88080284,E,4,09,1.1,8.135,M,39.466,M,2.2,0026*42
225,1619168622.3558016,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
226,1619168622.9591904,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
227,1619168623.4984274,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
228,1619168623.9735126,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
229,1619168624.6412013,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
230,1619168625.1828272,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
231,1619168625.719016,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
232,1619168626.2586992,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
233,1619168626.7972105,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
234,1619168627.336804,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
235,1619168627.7378244,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
236,1619168628.4143689,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
237,1619168628.9543498,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
238,1619168629.48387,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
239,1619168629.895774,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
240,1619168630.5632498,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
241,1619168631.0424197,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
242,1619168631.640165,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
243,1619168632.1800385,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
244,1619168632.7187197,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
245,1619168633.2579997,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
246,1619168633.7973156,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
247,1619168634.3356023,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
248,1619168634.8744228,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
249,1619168635.414179,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
250,1619168635.8799613,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
251,1619168636.4842365,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
252,1619168637.0224175,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
253,1619168637.563995,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
254,1619168638.101242,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
255,1619168638.6396246,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
256,1619168639.1139846,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
257,1619168639.5167727,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
258,1619168640.1840885,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
259,1619168640.796325,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
260,1619168641.3382537,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
261,1619168641.7367902,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
262,1619168642.340076,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
263,1619168642.9447646,$GPGGA,125255.75,5523.55916312,N,01022.87838244,E,4,08,1.4,8.241,M,39.466,M,1.8,0026*40
264,1619168643.4832559,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
265,1619168644.0214348,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
266,1619168644.561625,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
267,1619168645.100165,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
268,1619168645.77558,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
269,1619168646.3143344,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
270,1619168647.1830144,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
271,1619168647.6587486,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
272,1619168648.0645096,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
273,1619168648.599574,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
274,1619168649.1422765,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
275,1619168649.6773005,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
276,1619168650.2167594,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
277,1619168650.756467,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
278,1619168651.2217872,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
279,1619168651.8346803,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
280,1619168652.3731353,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
281,1619168652.7752178,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
282,1619168653.4431498,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
283,1619168653.9815912,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
284,1619168654.520589,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
285,1619168655.0599432,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
286,1619168655.4617314,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
287,1619168656.1378007,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
288,1619168656.6769218,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
289,1619168657.2162898,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
290,1619168657.6178455,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
291,1619168658.2954328,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
292,1619168658.7600744,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
293,1619168659.363708,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
294,1619168659.9753456,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
295,1619168660.4418213,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
296,1619168660.8442023,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
297,1619168661.5201433,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
298,1619168662.0593486,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
299,1619168662.597947,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
300,1619168663.1376214,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
301,1619168663.6767054,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
302,1619168664.2151947,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
303,1619168664.7548523,$GPGGA,125317.15,5523.56806712,N,01022.86483295,E,4,05,9.3,8.813,M,39.466,M,2.2,0026*41
304,1619168665.2203817,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
305,1619168665.759886,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
306,1619168666.3634548,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
307,1619168666.8378716,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
308,1619168667.3767564,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
309,1619168667.9799714,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
310,1619168668.5197637,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
311,1619168669.060832,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
312,1619168669.5977275,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
313,1619168669.9991608,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
314,1619168670.6028793,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
315,1619168671.1422148,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
316,1619168671.7544086,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
317,1619168672.086776,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
318,1619168672.558532,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
319,1619168673.097069,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
320,1619168673.4991567,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
321,1619168674.175144,$GPGGA,125338.80,5523.57931503,N,01022.85214541,E,4,05,9.2,9.874,M,39.466,M,1.8,0026*4B
322,1619168674.7784297,$GPGGA,125347.45,5523.58250918,N,01022.84587461,E,2,12,0.8,13.068,M,39.466,M,1.5,0026*70
323,1619168675.4540167,$GPGGA,125347.45,5523.58250918,N,01022.84587461,E,2,12,0.8,13.068,M,39.466,M,1.5,0026*70
324,1619168676.0572205,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
325,1619168676.5967126,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
326,1619168677.135717,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
327,1619168677.5375311,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
328,1619168678.1408947,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
329,1619168678.7556202,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
330,1619168679.283763,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
331,1619168679.8233807,$GPGGA,125349.50,5523.58308751,N,01022.84362071,E,2,11,1.0,12.759,M,39.466,M,1.5,0026*73
332,1619168680.6360402,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
333,1619168680.973724,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
334,1619168681.713911,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
335,1619168682.1830938,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
336,1619168682.7842364,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
337,1619168683.3233378,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
338,1619168683.8618832,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
339,1619168684.40073,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
340,1619168684.94068,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
341,1619168685.4782462,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
342,1619168686.0179212,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
343,1619168686.4836397,$GPGGA,125353.50,5523.58444867,N,01022.84014704,E,2,12,1.0,12.691,M,39.466,M,1.5,0026*7C
344,1619168686.958232,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
345,1619168687.4975815,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
346,1619168688.1739278,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
347,1619168688.7132807,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
348,1619168689.11471,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
349,1619168689.7830055,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
350,1619168690.3238761,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
351,1619168690.861186,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
352,1619168691.4000812,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
353,1619168691.8743498,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
354,1619168692.276945,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
355,1619168692.9437778,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
356,1619168693.4191902,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
357,1619168694.021918,$GPGGA,125400.70,5523.58803092,N,01022.83602912,E,2,10,1.2,13.196,M,39.466,M,1.7,0026*7E
358,1619168694.6344042,$GPGGA,125407.90,5523.59266709,N,01022.83415058,E,2,11,1.0,14.742,M,39.466,M,1.9,0026*7C
359,1619168695.1731937,$GPGGA,125407.90,5523.59266709,N,01022.83415058,E,2,11,1.0,14.742,M,39.466,M,1.9,0026*7C
360,1619168695.7068138,$GPGGA,125409.20,5523.59344263,N,01022.83361959,E,2,12,0.8,14.979,M,39.466,M,1.2,0026*7A
361,1619168696.2442555,$GPGGA,125409.20,5523.59344263,N,01022.83361959,E,2,12,0.8,14.979,M,39.466,M,1.2,0026*7A
362,1619168696.7816405,$GPGGA,125409.20,5523.59344263,N,01022.83361959,E,2,12,0.8,14.979,M,39.466,M,1.2,0026*7A
363,1619168697.3226812,$GPGGA,125409.20,5523.59344263,N,01022.83361959,E,2,12,0.8,14.979,M,39.466,M,1.2,0026*7A
364,1619168697.8602014,$GPGGA,125409.20,5523.59344263,N,01022.83361959,E,2,12,0.8,14.979,M,39.466,M,1.2,0026*7A
365,1619168698.3986583,$GPGGA,125409.20,5523.59344263,N,01022.83361959,E,2,12,0.8,14.979,M,39.466,M,1.2,0026*7A
366,1619168698.9429731,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
367,1619168699.4127045,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
368,1619168700.0161943,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
369,1619168700.4185543,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
370,1619168700.9573646,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
371,1619168701.6337862,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
372,1619168702.0376484,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
373,1619168702.7034564,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
374,1619168703.2431142,$GPGGA,125412.40,5523.59552619,N,01022.83267287,E,2,11,1.2,15.406,M,39.466,M,1.4,0026*7B
375,1619168703.6441498,$GPGGA,125417.30,5523.59937494,N,01022.83246974,E,5,06,5.4,11.953,M,39.466,M,1.3,0026*78
376,1619168704.324064,$GPGGA,125417.30,5523.59937494,N,01022.83246974,E,5,06,5.4,11.953,M,39.466,M,1.3,0026*78
377,1619168704.7949696,$GPGGA,125417.30,5523.59937494,N,01022.83246974,E,5,06,5.4,11.953,M,39.466,M,1.3,0026*78
378,1619168705.3990557,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
379,1619168705.9379976,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
380,1619168706.4041154,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
381,1619168707.0158675,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
382,1619168707.5549836,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
383,1619168708.0207684,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
384,1619168708.624575,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
385,1619168709.1635427,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
386,1619168709.702707,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
387,1619168710.24413,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
388,1619168710.7812285,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
389,1619168711.3215969,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
390,1619168711.8593698,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
391,1619168712.3979886,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
392,1619168712.9363563,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
393,1619168713.4762175,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
394,1619168714.015583,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
395,1619168714.55423,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
396,1619168715.0931227,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
397,1619168715.6239667,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
398,1619168716.1634035,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
399,1619168716.7021248,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
400,1619168717.2411277,$GPGGA,125418.90,5523.60078719,N,01022.83299204,E,5,06,5.3,13.085,M,39.466,M,0.9,0026*71
401,1619168718.0540378,$GPGGA,125431.20,5523.60687181,N,01022.82456865,E,5,06,5.3,12.259,M,39.466,M,1.2,0026*71
402,1619168718.5847504,$GPGGA,125431.20,5523.60687181,N,01022.82456865,E,5,06,5.3,12.259,M,39.466,M,1.2,0026*71
403,1619168719.0585654,$GPGGA,125431.20,5523.60687181,N,01022.82456865,E,5,06,5.3,12.259,M,39.466,M,1.2,0026*71
404,1619168719.4616117,$GPGGA,125431.20,5523.60687181,N,01022.82456865,E,5,06,5.3,12.259,M,39.466,M,1.2,0026*71
405,1619168720.201869,$GPGGA,125431.20,5523.60687181,N,01022.82456865,E,5,06,5.3,12.259,M,39.466,M,1.2,0026*71
406,1619168720.7409348,$GPGGA,125431.20,5523.60687181,N,01022.82456865,E,5,06,5.3,12.259,M,39.466,M,1.2,0026*71
